the_geom,objectid,stop_uid,stop_agency,stop_id,stop_name,lat,lon,stop_code,location_type,parent_station,wheelchair_boarding,intersection_code,stop_place
POINT (-117.026204880157 32.784794450334),"2,449",MTS_40605,MTS,40605,Lake Murray Bl & Marengo Av,32.78479445,-117.02620488,40605.0,0,,1.0,F-S/B,
POINT (-117.082353870293 32.683121699763),"1,562",MTS_50177,MTS,50177,Euclid Av & 8th St,32.6831217,-117.08235387,50177.0,0,,1.0,F-N/B,
POINT (-116.959963270191 32.73126816038),"2,229",MTS_40438,MTS,40438,Jamacha Bl & Calavo Dr,32.73126816,-116.95996327,40438.0,0,,1.0,N-W/B,jamdbl
POINT (-117.092034730024 32.756195170258),"1,486",MTS_88980,MTS,88980,El Cajon Bl & Euclid Av,32.75619517,-117.09203473,88980.0,0,,0.0,N-W/B,elceuc
POINT (-117.08465692999 32.697414800298),"3,180",MTS_11011,MTS,11011,Olvera Av & Euclid Av,32.6974148,-117.08465693,11011.0,0,,1.0,N-W/B,
POINT (-117.07505053997 32.646591140117),"1,383",MTS_30231,MTS,30231,E St & Minot Av,32.64659114,-117.07505054,30231.0,0,,1.0,F-W/B,
POINT (-117.070888839732 32.770850830011),"2,919",MTS_11031,MTS,11031,Montezuma Rd & College Av,32.77085083,-117.07088884,11031.0,0,,1.0,F-W/B,
POINT (-117.19864990989 32.765933009623),"2,949",MTS_99853,MTS,99853,Morena Bl & Sherman St,32.76593301,-117.19864991,99853.0,0,,1.0,N-S/B,
POINT (-117.279582999707 33.199529999985),"5,933",NCTD_24877,NCTD,24877,Emerald Dr & Chasin St,33.19953,-117.279583,24877.0,0,,,F-S/B,
POINT (-117.234787040119 32.876954580131),"1,788",MTS_11902,MTS,11902,Gilman & Myers,32.87695458,-117.23478704,11902.0,0,,0.0,F-E/B,gilmye
POINT (-117.265555000011 33.078140000269),"4,880",NCTD_20906,NCTD,20906,El Camino Real & Levante St,33.07814,-117.265555,20906.0,0,,,F-S/B,
POINT (-117.212195000378 33.170448999734),"5,864",NCTD_24276,NCTD,24276,Sycamore Av & University Dr,33.170449,-117.212195,24276.0,0,,,N-S/B,robssf
POINT (-117.10122365019 32.704016130189),"2,135",MTS_10618,MTS,10618,Imperial Av & Greenwood Cemetery,32.70401613,-117.10122365,10618.0,0,,0.0,F-E/B,
POINT (-117.033005610203 32.580987249939),"1,269",MTS_60479,MTS,60479,Dennery Rd & Wal-Mart Drwy,32.58098725,-117.03300561,60479.0,0,,1.0,N-N/B,denwal
POINT (-117.259087000305 33.219553000377),"6,084",NCTD_27006,NCTD,27006,Melrose Dr Station,33.219553,-117.259087,27006.0,0,,,,SPRMRS
POINT (-117.236690650211 32.786754460437),"2,185",MTS_12323,MTS,12323,Ingraham St & Moorland Dr,32.78675446,-117.23669065,12323.0,0,,1.0,N-N/B,
POINT (-117.058693750163 32.754693239782),"4,125",MTS_11427,MTS,11427,University Av & Rolando Bl,32.75469324,-117.05869375,11427.0,0,,1.0,F-W/B,
POINT (-117.221118999973 33.132187000035),"5,749",NCTD_22916,NCTD,22916,San Marcos Bl & Avenida De Las Rosas,33.132187,-117.221119,22916.0,0,,,F-W/B,
POINT (-117.112683859952 32.683542609918),"2,632",MTS_60226,MTS,60226,Main St & Yama St,32.68354261,-117.11268386,60226.0,0,,1.0,N-S/B,
POINT (-117.077321289694 32.603633569842),"3,363",MTS_30084,MTS,30084,Palomar St & Orange Av,32.60363357,-117.07732129,30084.0,0,,2.0,F-E/B,
POINT (-117.216064000013 33.144499000316),"6,037",NCTD_25047,NCTD,25047,Poinsettia Av & W Linda Vista Dr,33.144499,-117.216064,25047.0,0,,,F-E/B,
POINT (-116.673840710236 33.15594157995),"2,044",MTS_98041,MTS,98041,Hwy 79 & Schoolhouse Rd,33.15594158,-116.67384071,98041.0,0,,0.0,M-Street-S/B,
POINT (-117.120073529586 32.706176830217),"2,134",MTS_91103,MTS,91103,Imperial Av & Francis St,32.70617683,-117.12007353,91103.0,0,,1.0,M-Street-E/B,
POINT (-116.961458319731 32.800856449746),"2,562",MTS_40190,MTS,40190,Madison Av & Magnolia Av,32.80085645,-116.96145832,40190.0,0,,1.0,F-E/B,
POINT (-117.172980829559 32.716357490071),"2,976",MTS_99356,MTS,99356,N Harbor Dr & Broadway,32.71635749,-117.17298083,99356.0,0,,1.0,N-W/B,
POINT (-117.122892609611 32.701311290248),"3,095",MTS_11319,MTS,11319,Ocean View Bl & 33rd St,32.70131129,-117.12289261,11319.0,0,,0.0,F-W/B,
POINT (-117.073308850138 32.569276990279),"2,200",MTS_60446,MTS,60446,Iris Av & Monterey Pine Dr,32.56927699,-117.07330885,60446.0,0,,1.0,M-Street-W/B,
POINT (-117.010155029598 32.638625659936),"1,407",MTS_30144,MTS,30144,East H St & Paseo Ranchero,32.63862566,-117.01015503,30144.0,0,,1.0,F-E/B,
POINT (-117.234136310144 32.719193900348),"3,639",MTS_12648,MTS,12648,Rosecrans St & Bessemer St,32.7191939,-117.23413631,12648.0,0,,0.0,F-E/B,
POINT (-116.932997369855 32.787604639716),"4,226",MTS_40219,MTS,40219,Washington Av & Dorothy St,32.78760464,-116.93299737,40219.0,0,,1.0,F-E/B,
POINT (-117.16314993034 32.727114149829),"1,923",MTS_12019,MTS,12019,Hawthorn St & 2nd Av,32.72711415,-117.16314993,12019.0,0,,1.0,N-E/B,
POINT (-117.2956189995 33.249516000024),"5,174",NCTD_21599,NCTD,21599,College Blvd & Adams St,33.249516,-117.295619,21599.0,0,,,F-W/B,
POINT (-117.06472963973 32.770410660034),"2,916",MTS_10274,MTS,10274,Montezuma Rd & 63rd St,32.77041066,-117.06472964,10274.0,0,,1.0,N-E/B,
POINT (-117.058499369697 32.609101599685),"3,352",MTS_30184,MTS,30184,Palomar St & 1st Av,32.6091016,-117.05849937,30184.0,0,,0.0,F-W/B,
POINT (-117.102255000125 33.112326999904),"4,606",NCTD_20339,NCTD,20339,Valley Pkwy & Auto Park Wy,33.112327,-117.102255,20339.0,0,,,N-N/B,
POINT (-117.288259999858 33.198946000237),"4,979",NCTD_21125,NCTD,21125,Thunder Dr & College Bl,33.198946,-117.28826,21125.0,0,,,F-S/B,
POINT (-117.145450689714 32.888037420247),"2,829",MTS_10124,MTS,10124,Miramar Rd & Dowdy Dr,32.88803742,-117.14545069,10124.0,0,,1.0,F-E/B,
POINT (-117.201139690028 32.811234300425),"1,031",MTS_11944,MTS,11944,Clairemont Dr & Balboa Av,32.8112343,-117.20113969,11944.0,0,,1.0,F-S/B,clabal
POINT (-117.174312559783 32.751888609928),"2,466",MTS_11217,MTS,11217,Lewis St & Jackdaw St,32.75188861,-117.17431256,11217.0,0,,0.0,F-W/B,
POINT (-116.993856519593 32.838424410161),"2,890",MTS_88942,MTS,88942,Mission Gorge Rd & Hazeldon Dr,32.83842441,-116.99385652,88942.0,0,,0.0,F-E/B,
POINT (-117.05363261968 32.573543440253),"1,258",MTS_60159,MTS,60159,Del Sol Bl & Picador Bl,32.57354344,-117.05363262,60159.0,0,,1.0,N-W/B,
POINT (-117.102961520127 32.677676249721),"1,240",MTS_50147,MTS,50147,D Av & E 7th St,32.67767625,-117.10296152,50147.0,0,,1.0,N-N/B,8thdst
POINT (-117.163842230092 32.736492460246),169,MTS_12416,MTS,12416,1st Av & Quince St,32.73649246,-117.16384223,12416.0,0,,1.0,N-N/B,
POINT (-117.070213999927 33.101187999981),"5,113",NCTD_21457,NCTD,21457,Sunset Dr & Escondido Bl,33.101188,-117.070214,21457.0,0,,,N-W/B,
POINT (-117.221681000147 33.168307999791),"5,936",NCTD_24882,NCTD,24882,Watson Way & Thibodo Rd,33.168308,-117.221681,24882.0,0,,,F-E/B,
POINT (-117.199222729982 32.75448648965),"3,169",MTS_94030,MTS,94030,Old Town Transit Center,32.75448649,-117.19922273,94030.0,0,ottc_e,1.0,M-TC-Bus,ottc_e
POINT (-117.093447980323 32.714909639959),299,MTS_12528,MTS,12528,47th St & Hilltop Dr,32.71490964,-117.09344798,12528.0,0,,1.0,N-N/B,
POINT (-117.294120000109 33.186608000145),"5,319",NCTD_21867,NCTD,21867,Waring Rd & Camarillo Av,33.186608,-117.29412,21867.0,0,,,N-N/B,
POINT (-117.100796679495 32.747687270112),"1,652",MTS_12863,MTS,12863,Fairmount Av & Wightman St,32.74768727,-117.10079668,12863.0,0,,1.0,N-N/B,
POINT (-117.098899050529 32.827538869655),"1,102",MTS_60834,MTS,60834,Clairemont Mesa Bl & Mollendo Bl,32.82753887,-117.09889905,60834.0,0,,1.0,F-E/B,
POINT (-117.219880999636 33.161114000319),"5,024",NCTD_21203,NCTD,21203,Sycamore Av & Watson Way,33.161114,-117.219881,21203.0,0,,,F-S/B,
POINT (-117.080997820499 33.017193950145),"3,606",MTS_99506,MTS,99506,Rancho Bernardo Transit Station,33.01719395,-117.08099782,99506.0,0,,1.0,M-TC-Bus,ranbrt
POINT (-117.050283999839 33.134118000369),"4,825",NCTD_20777,NCTD,20777,Grand Av & Midway Dr,33.134118,-117.050284,20777.0,0,,,F-W/B,
POINT (-117.231005000128 33.211104000285),"4,577",NCTD_20291,NCTD,20291,E Vista Way & Vale Terrace Dr,33.211104,-117.231005,20291.0,0,,,F-E/B,
POINT (-117.21226700015 33.169448000096),"5,911",NCTD_24850,NCTD,24850,Lobelia Dr & Sycamore Av,33.169448,-117.212267,24850.0,0,,,F-S/B,
POINT (-117.344847999873 33.209117000426),"4,849",NCTD_20833,NCTD,20833,Mesa Dr & Cottingham St,33.209117,-117.344848,20833.0,0,,,N-E/B,
POINT (-117.072278739914 32.678231029962),"1,916",MTS_96025,MTS,96025,Harbison Av & E 16th St,32.67823103,-117.07227874,96025.0,0,,1.0,F-N/B,
POINT (-117.361222999928 33.207289999696),"4,510",NCTD_20166,NCTD,20166,Mission Av & Carey Rd East,33.20729,-117.361223,20166.0,0,,,F-E/B,
POINT (-117.085958000212 33.36390899984),"5,704",NCTD_22783,NCTD,22783,Pala Casino,33.363909,-117.085958,22783.0,0,,,M-Special_Loc,palcas
POINT (-117.114047999663 33.157683999892),"4,805",NCTD_20735,NCTD,20735,Country Club Ln & La Brea St,33.157684,-117.114048,20735.0,0,,,N-W/B,
POINT (-117.031649159642 32.710823010407),"3,728",MTS_10719,MTS,10719,San Vicente St & Rytko St,32.71082301,-117.03164916,10719.0,0,,2.0,F-E/B,
POINT (-116.935846240345 32.81290228007),205,MTS_40668,MTS,40668,2nd St & Greenfield Dr,32.81290228,-116.93584624,40668.0,0,,1.0,F-S/B,
POINT (-117.164466000152 33.127229000278),"5,801",NCTD_24083,NCTD,24083,Craven Dr & Twin Oaks Valley Rd,33.127229,-117.164466,24083.0,0,,,F-E/B,
POINT (-117.358651999582 33.208108000257),"4,928",NCTD_21019,NCTD,21019,Mesa Dr & Mission Av,33.208108,-117.358652,21019.0,0,,,F-S/B,
POINT (-117.143676440249 32.711463830148),"2,646",MTS_10503,MTS,10503,Market St & 22nd St,32.71146383,-117.14367644,10503.0,0,,1.0,F-E/B,
POINT (-117.030653919974 32.743481889805),"2,462",MTS_75038,MTS,75038,Lemon Grove Depot,32.74348189,-117.03065392,75038.0,0,broS,0.0,M-TC-Train-N/B,broS
POINT (-117.251669829752 32.736827540274),"1,436",MTS_99361,MTS,99361,Ebers St & Pescadero Av,32.73682754,-117.25166983,99361.0,0,,1.0,N-N/B,
POINT (-117.335637000128 33.132920999819),"5,141",NCTD_21523,NCTD,21523,Carlsbad Bl & Cannon Rd,33.132921,-117.335637,21523.0,0,,,F-N/B,carcan
POINT (-117.202844569979 32.898093820083),"3,797",MTS_13229,MTS,13229,Scranton Rd & 9808,32.89809382,-117.20284457,13229.0,0,,1.0,M-Street-S/B,scrtec
POINT (-117.319843000116 33.22998800019),"5,760",NCTD_22940,NCTD,22940,Mission Av & Rancho Del Oro Dr,33.229988,-117.319843,22940.0,0,,,N-E/B,
POINT (-117.342800000484 33.217062999865),"4,518",NCTD_20180,NCTD,20180,Mission Av & Foussat Rd,33.217063,-117.3428,20180.0,0,,,F-E/B,
POINT (-117.241792759987 32.869972229843),"2,396",MTS_10368,MTS,10368,La Jolla Village Dr & N. Torrey Pines Rd,32.86997223,-117.24179276,10368.0,0,,1.0,F-S/B,
POINT (-117.33754200034 33.231173999792),"5,995",NCTD_24963,NCTD,24963,Los Arbolitos & Orchard Way,33.231174,-117.337542,24963.0,0,,,,
POINT (-116.935550589741 32.816314770169),203,MTS_41104,MTS,41104,2nd St & Dawnridge Av,32.81631477,-116.93555059,41104.0,0,,1.0,N-N/B,
POINT (-117.208752199572 32.747233659997),"3,665",MTS_12669,MTS,12669,Rosecrans St & N Evergreen St,32.74723366,-117.2087522,12669.0,0,,1.0,F-E/B,
POINT (-116.604888570271 33.219934019623),"3,708",MTS_98044,MTS,98044,S2 (San Felipe Rd) & S22 (Montezuma Valley Rd),33.21993402,-116.60488857,98044.0,0,,2.0,F-W/B,
POINT (-117.011470079965 32.781608110054),"1,890",MTS_75031,MTS,75031,Grossmont Station,32.78160811,-117.01147008,75031.0,0,groS,0.0,,groS
POINT (-116.96573313987 32.807895320105),"1,684",MTS_40433,MTS,40433,Fletcher Pkwy & Magnolia Av,32.80789532,-116.96573314,40433.0,0,,1.0,F-W/B,flemag
POINT (-117.260478000194 33.219965000072),"5,761",NCTD_22941,NCTD,22941,Oceanside Blvd & Melrose Dr,33.219965,-117.260478,22941.0,0,,,N-E/B,osdmeE
POINT (-117.095364289967 32.6699668303),"1,939",MTS_12873,MTS,12873,Highland Av & 18th St,32.66996683,-117.09536429,12873.0,0,,1.0,F-N/B,high18
POINT (-117.181286790093 32.743032659972),"4,256",MTS_13353,MTS,13353,Washington St & India St,32.74303266,-117.18128679,13353.0,0,,1.0,N-E/B,
POINT (-117.045270660393 32.583593910069),"3,336",MTS_60470,MTS,60470,Palm Av & Twining Av,32.58359391,-117.04527066,60470.0,0,,1.0,F-E/B,
POINT (-117.31231100005 33.209801000012),"5,912",NCTD_24851,NCTD,24851,Ocean Ranch Blvd & Rancho Del Oro Dr,33.209801,-117.312311,24851.0,0,,,F-E/B,
POINT (-117.202110000363 32.892831000354),"4,440",NCTD_13231,NCTD,13231,Mira Mesa Bl & Scranton Rd,32.892831,-117.20211,13231.0,0,,,F-W/B,mirsc1
POINT (-117.256965000161 33.194807999698),"4,767",NCTD_20672,NCTD,20672,W Vista Way & Hwy 78 Wb On Ramp,33.194808,-117.256965,20672.0,0,,,F-W/B,
POINT (-117.132956749477 32.762976649936),455,MTS_11291,MTS,11291,Adams Av & Utah St,32.76297665,-117.13295675,11291.0,0,,1.0,F-W/B,
POINT (-117.118507659951 32.687805879702),"2,628",MTS_12493,MTS,12493,Main St & Thor St,32.68780588,-117.11850766,12493.0,0,,1.0,N-N/B,
POINT (-117.251498120184 32.795543210236),"1,841",MTS_11119,MTS,11119,Grand Av & Cass St,32.79554321,-117.25149812,11119.0,0,,1.0,F-W/B,
POINT (-117.064679320402 32.607384309846),"3,356",MTS_30176,MTS,30176,Palomar St & 3rd Av,32.60738431,-117.06467932,30176.0,0,,0.0,M-Street-W/B,
POINT (-117.080700209744 32.760112749935),"1,167",MTS_12904,MTS,12904,Collwood Bl & Monroe Av,32.76011275,-117.08070021,12904.0,0,,1.0,F-N/B,
POINT (-116.932500060007 32.834279190076),"4,324",MTS_41030,MTS,41030,Winter Gardens Bl & 8661,32.83427919,-116.93250006,41030.0,0,,2.0,M-Street-N/B,
POINT (-117.150152680346 32.704152420013),"3,012",MTS_60061,MTS,60061,National Av & 16th St,32.70415242,-117.15015268,60061.0,0,,2.0,N-S/B,
POINT (-116.995557000208 33.322362000229),"5,384",NCTD_21977,NCTD,21977,Hwy 76 & Grassy Meadow Rd,33.322362,-116.995557,21977.0,0,,,N-E/B,
POINT (-117.201508999507 32.901702000251),"6,182",NCTD_98510,NCTD,98510,Lusk Blvd & Pacific Center Blvd,32.901702,-117.201509,98510.0,0,,,N-E/B,luspac
POINT (-117.340340000241 33.21879900017),"4,523",NCTD_20185,NCTD,20185,Mission Av & Copperwood Way,33.218799,-117.34034,20185.0,0,,,F-E/B,
POINT (-117.074916999572 33.365162999947),"5,706",NCTD_22785,NCTD,22785,Pala Mission Rd & Mission St,33.365163,-117.074917,22785.0,0,,,F-E/B,
POINT (-117.058631390055 32.769516280237),"2,918",MTS_13332,MTS,13332,Montezuma Rd & Catoctin Dr,32.76951628,-117.05863139,13332.0,0,,1.0,F-W/B,
POINT (-116.927221320245 32.752840839912),"2,265",MTS_40752,MTS,40752,Jamacha Rd & Calle Albara,32.75284084,-116.92722132,40752.0,0,,1.0,N-N/B,
POINT (-117.247129379529 32.771548109667),"4,199",MTS_11121,MTS,11121,W Mission Bay Dr & Gleason Rd,32.77154811,-117.24712938,11121.0,0,,1.0,F-W/B,
POINT (-117.209447390446 32.860865619938),"1,739",MTS_13133,MTS,13133,Genesee Av & Centurion Sq,32.86086562,-117.20944739,13133.0,0,,1.0,M-Street-S/B,
POINT (-117.266524709863 32.810933169872),"2,351",MTS_11831,MTS,11831,La Jolla Bl & Colima St,32.81093317,-117.26652471,11831.0,0,,1.0,M-Street-S/B,
POINT (-117.124630999742 33.061002999572),"6,007",NCTD_24982,NCTD,24982,Del Dios Hwy & Toyon Canyon Rd,33.061003,-117.124631,24982.0,0,,,F-W/B,
POINT (-117.16958355992 32.765622570113),"1,662",MTS_94040,MTS,94040,Fashion Valley Transit Center,32.76562257,-117.16958356,94040.0,0,fasvtc,0.0,M-TC-Bus,fasvtc
POINT (-117.129668340443 32.701114730377),"3,090",MTS_10163,MTS,10163,Ocean View Bl & 30th St,32.70111473,-117.12966834,10163.0,0,,1.0,N-E/B,
POINT (-117.147378869789 32.744622479793),"3,399",MTS_12795,MTS,12795,Park Bl & Cypress Av,32.74462248,-117.14737887,12795.0,0,,1.0,F-N/B,
POINT (-117.227485000421 33.131352999606),"5,573",NCTD_22515,NCTD,22515,Palomar Airport Rd & White Sands Dr,33.131353,-117.227485,22515.0,0,,,F-E/B,
POINT (-117.193273889574 32.828945670361),"1,742",MTS_12368,MTS,12368,Genesee Av & Chateau Dr,32.82894567,-117.19327389,12368.0,0,,1.0,F-N/B,
POINT (-117.350224000027 33.294036999684),"5,062",NCTD_21324,NCTD,21324,10th St & Bldg 22114,33.294037,-117.350224,21324.0,0,,,N-N/B,
POINT (-117.235532879563 32.876948629814),"1,794",MTS_10374,MTS,10374,Gilman Dr & Myers Dr,32.87694863,-117.23553288,10374.0,0,,1.0,F-E/B,gilmye
POINT (-117.092209149582 32.745417389955),"1,564",MTS_60637,MTS,60637,Euclid Av & Castle Av,32.74541739,-117.09220915,60637.0,0,,1.0,N-N/B,euccas
POINT (-117.114162159829 32.577379929704),425,MTS_60396,MTS,60396,9th St & Ebony Av,32.57737993,-117.11416216,60396.0,0,,1.0,N-N/B,imp9th
POINT (-117.033990000093 33.14983300044),"6,164",NCTD_93231,NCTD,93231,El Norte Pkwy & E Valley Pkwy,33.149833,-117.03399,93231.0,0,,,F-W/B,enpvaW
POINT (-117.359314999541 33.192216000289),"4,702",NCTD_20551,NCTD,20551,Oceanside Blvd & State Tree Dr,33.192216,-117.359315,20551.0,0,,,F-W/B,ocstre
POINT (-117.020177760245 32.615363549636),"1,346",MTS_39030,MTS,39030,E Palomar St & Medical Center Ct,32.61536355,-117.02017776,39030.0,0,,1.0,M-Street-E/B,
POINT (-116.865068340233 32.847856269667),"3,142",MTS_41162,MTS,41162,Old Hwy 80 & Flinn Crest St,32.84785627,-116.86506834,41162.0,0,,2.0,N-E/B,flinsp
POINT (-117.212168999756 32.994258000034),"5,330",NCTD_21886,NCTD,21886,Via De La Valle & Las Palomas,32.994258,-117.212169,21886.0,0,,,N-E/B,
POINT (-117.26879100045 33.087285999943),"6,165",NCTD_93234,NCTD,93234,El Camino Real & Circle K,33.087286,-117.268791,93234.0,0,,,F-N/B,
POINT (-117.316154000426 33.125876000359),"5,725",NCTD_22830,NCTD,22830,Armada Dr & Fleet St South,33.125876,-117.316154,22830.0,0,,,F-N/B,armfle
POINT (-117.265439000497 32.959836000223),"4,877",NCTD_20903,NCTD,20903,Camino Del Mar & 15th St,32.959836,-117.265439,20903.0,0,,,N-S/B,cdm15S
POINT (-117.04967853959 32.695686930017),"4,363",MTS_99327,MTS,99327,Woodman St & Bullock Dr,32.69568693,-117.04967854,99327.0,0,,1.0,F-N/B,
POINT (-116.961409919511 32.811380640102),"1,878",MTS_40843,MTS,40843,Graves Av & Hart Dr,32.81138064,-116.96140992,40843.0,0,,1.0,N-N/B,
POINT (-117.129622980335 32.706342710014),"2,099",MTS_10164,MTS,10164,Imperial Av & 30th St,32.70634271,-117.12962298,10164.0,0,,1.0,N-E/B,
POINT (-117.294235000016 33.186761000061),"4,743",NCTD_20625,NCTD,20625,Waring Rd & Camarillo Av,33.186761,-117.294235,20625.0,0,,,F-W/B,
POINT (-117.253812999705 33.375522000325),"5,901",NCTD_24837,NCTD,24837,S Mission Rd & Fallbrook St,33.375522,-117.253813,24837.0,0,,,F-S/B,
POINT (-116.9712002899 32.854714059648),"2,577",MTS_40652,MTS,40652,Magnolia Av & Mast Bl,32.85471406,-116.97120029,40652.0,0,,1.0,F-S/B,
POINT (-117.326648999815 33.161900999589),"4,854",NCTD_20847,NCTD,20847,Monroe St & Chestnut Av,33.161901,-117.326649,20847.0,0,,,N-S/B,monchS
POINT (-117.104559999657 33.108919999989),"5,715",NCTD_22795,NCTD,22795,Valley Pkwy & Home Depot Center,33.10892,-117.10456,22795.0,0,,,M-Street-S/B,val9th
POINT (-117.272046000105 32.99493300003),"6,098",NCTD_28004,NCTD,28004,Solana Beach Station,32.994933,-117.272046,28004.0,0,,,,CSTSBS
POINT (-117.360535999728 33.191376000033),"4,511",NCTD_20167,NCTD,20167,Oceanside Blvd & Commerce St,33.191376,-117.360536,20167.0,0,,,F-E/B,
POINT (-117.177581340427 32.906663489985),"2,774",MTS_13220,MTS,13220,Mira Mesa Bl & Flanders Dr,32.90666349,-117.17758134,13220.0,0,,1.0,F-W/B,
POINT (-117.163011950492 32.723838939861),200,MTS_12020,MTS,12020,2nd Av & Elm St,32.72383894,-117.16301195,12020.0,0,,1.0,F-S/B,
POINT (-116.923506130143 32.806775150383),"1,297",MTS_99128,MTS,99128,E Main St & Broadway,32.80677515,-116.92350613,99128.0,0,,1.0,F-S/B,broem1
POINT (-116.521632020206 33.210469520437),"2,925",MTS_98045,MTS,98045,Montezuma Valley Rd & 37554,33.21046952,-116.52163202,98045.0,0,,0.0,M-Street-W/B,ranchi
POINT (-117.099228350447 32.678103310263),414,MTS_99486,MTS,99486,8th St & Highland Av,32.67810331,-117.09922835,99486.0,0,,1.0,F-W/B,hig8th
POINT (-117.326723000013 33.210515999781),"4,729",NCTD_20593,NCTD,20593,Mesa Dr & Pearwood Dr,33.210516,-117.326723,20593.0,0,,,N-W/B,
POINT (-117.067540699694 32.678603359574),"3,626",MTS_60809,MTS,60809,Reo Dr & Bolivar St,32.67860336,-117.0675407,60809.0,0,,0.0,F-S/B,
POINT (-117.146632530319 32.753833780403),"3,401",MTS_11671,MTS,11671,Park Bl & Howard Av,32.75383378,-117.14663253,11671.0,0,,1.0,N-S/B,
POINT (-117.106065620475 32.576636670184),"2,149",MTS_60181,MTS,60181,Imperial Beach Bl & 13th St,32.57663667,-117.10606562,60181.0,0,,1.0,F-W/B,ib13th
POINT (-117.179484340063 32.771639110043),"2,504",MTS_10824,MTS,10824,Linda Vista Rd & Via Las Cumbres,32.77163911,-117.17948434,10824.0,0,,1.0,N-W/B,twain
POINT (-117.166155229512 32.908296129921),"2,767",MTS_13209,MTS,13209,Mira Mesa Bl & Caminito Alvarez,32.90829613,-117.16615523,13209.0,0,,1.0,F-E/B,
POINT (-117.249855000346 33.366458000011),"5,701",NCTD_22780,NCTD,22780,S Mission Rd & Almond St,33.366458,-117.249855,22780.0,0,,,F-N/B,
POINT (-117.119898719771 32.912802560046),"2,813",MTS_23012,MTS,23012,Miramar College Transit Station,32.91280256,-117.11989872,23012.0,0,,0.0,M-TC-Bus,mirsta
POINT (-117.411467000194 33.347264999894),"5,429",NCTD_22058,NCTD,22058,Brown St & Bldg 43410,33.347265,-117.411467,22058.0,0,,,N-N/B,
POINT (-117.015635500169 32.767811609786),"2,421",MTS_99291,MTS,99291,La Mesa Bl & University Av,32.76781161,-117.0156355,99291.0,0,,1.0,F-S/B,
POINT (-117.130104999785 33.135833000155),"4,480",NCTD_20106,NCTD,20106,Mission Rd & Rancheros Dr,33.135833,-117.130105,20106.0,0,,,N-E/B,
POINT (-117.216372009935 32.739470079694),"3,674",MTS_99867,MTS,99867,Rosecrans St & Roosevelt Rd,32.73947008,-117.21637201,99867.0,0,,1.0,F-E/B,
POINT (-117.313258000058 33.299423999564),"4,957",NCTD_21079,NCTD,21079,Vandegrift Bl & 11th St,33.299424,-117.313258,21079.0,0,,,F-S/B,
POINT (-117.093886040414 32.792584789617),"1,218",MTS_12155,MTS,12155,Crawford St & Zion Av (Kaiser),32.79258479,-117.09388604,12155.0,0,,1.0,F-S/B,kaihos
POINT (-117.109729150135 32.912159100117),"3,807",MTS_13291,MTS,13291,Scripps Ranch Bl & Scripps Lake Dr,32.9121591,-117.10972915,13291.0,0,,0.0,F-N/B,
POINT (-117.296461000251 33.149055000189),"5,433",NCTD_22066,NCTD,22066,El Camino Real & Cannon Rd,33.149055,-117.296461,22066.0,0,,,F-E/B,ecrcaS
POINT (-117.094812999767 33.141719000324),"4,681",NCTD_20506,NCTD,20506,El Norte Pkwy & Morning View Dr,33.141719,-117.094813,20506.0,0,,,N-W/B,
